Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
3791;Oldenburg;WRTR;20.09.2004-21:00;21.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.09.2004-21:00;22.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.09.2004-21:00;23.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.09.2004-21:00;24.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.09.2004-21:00;25.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.09.2004-21:00;26.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.09.2004-21:00;27.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.09.2004-21:00;28.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.09.2004-21:00;29.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;29.09.2004-21:00;30.09.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;30.09.2004-21:00;01.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;01.10.2004-21:00;02.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;02.10.2004-21:00;03.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;03.10.2004-21:00;04.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;04.10.2004-21:00;05.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;05.10.2004-21:00;06.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;06.10.2004-21:00;07.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;07.10.2004-21:00;08.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;08.10.2004-21:00;09.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;09.10.2004-21:00;10.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;10.10.2004-21:00;11.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.10.2004-21:00;12.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;12.10.2004-21:00;13.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;13.10.2004-21:00;14.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;14.10.2004-21:00;15.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;15.10.2004-21:00;16.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;16.10.2004-21:00;17.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;17.10.2004-21:00;18.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;18.10.2004-21:00;19.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.10.2004-21:00;20.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;20.10.2004-21:00;21.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.10.2004-21:00;22.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.10.2004-21:00;23.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.10.2004-21:00;24.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.10.2004-21:00;25.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.10.2004-21:00;26.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.10.2004-21:00;27.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.10.2004-21:00;28.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.10.2004-21:00;29.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;29.10.2004-21:00;30.10.2004-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;30.10.2004-21:00;31.10.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;31.10.2004-21:00;01.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;01.11.2004-21:00;02.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;02.11.2004-21:00;03.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;03.11.2004-21:00;04.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;04.11.2004-21:00;05.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;05.11.2004-21:00;06.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;06.11.2004-21:00;07.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;07.11.2004-21:00;08.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;08.11.2004-21:00;09.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;09.11.2004-21:00;10.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;10.11.2004-21:00;11.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.11.2004-21:00;12.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;12.11.2004-21:00;13.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;13.11.2004-21:00;14.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;14.11.2004-21:00;15.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;15.11.2004-21:00;16.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;16.11.2004-21:00;17.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;17.11.2004-21:00;18.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;18.11.2004-21:00;19.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.11.2004-08:00;19.11.2004-09:00;1;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.11.2004-21:00;20.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;20.11.2004-21:00;21.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.11.2004-21:00;22.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.11.2004-21:00;23.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.11.2004-21:00;24.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.11.2004-21:00;25.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.11.2004-21:00;26.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.11.2004-21:00;27.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.11.2004-21:00;28.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.11.2004-21:00;29.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;29.11.2004-21:00;30.11.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;30.11.2004-21:00;01.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;01.12.2004-21:00;02.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;02.12.2004-21:00;03.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;03.12.2004-21:00;04.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;04.12.2004-21:00;05.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;05.12.2004-21:00;06.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;06.12.2004-21:00;07.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;07.12.2004-21:00;08.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;08.12.2004-21:00;09.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;09.12.2004-21:00;10.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;10.12.2004-21:00;11.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.12.2004-21:00;12.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;12.12.2004-21:00;13.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;13.12.2004-21:00;14.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;14.12.2004-21:00;15.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;15.12.2004-21:00;16.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;16.12.2004-21:00;17.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;17.12.2004-21:00;18.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;18.12.2004-21:00;19.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.12.2004-21:00;20.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;20.12.2004-21:00;21.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.12.2004-21:00;22.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.12.2004-21:00;23.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.12.2004-21:00;24.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.12.2004-21:00;25.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.12.2004-21:00;26.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.12.2004-21:00;27.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.12.2004-21:00;28.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.12.2004-21:00;29.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;29.12.2004-21:00;30.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;30.12.2004-21:00;31.12.2004-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;31.12.2004-21:00;01.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;01.01.2005-21:00;02.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;02.01.2005-21:00;03.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;03.01.2005-21:00;04.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;04.01.2005-21:00;05.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;05.01.2005-21:00;06.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;06.01.2005-21:00;07.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;07.01.2005-21:00;08.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;08.01.2005-21:00;09.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;09.01.2005-21:00;10.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;10.01.2005-21:00;11.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.01.2005-21:00;12.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;12.01.2005-21:00;13.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;13.01.2005-21:00;14.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;14.01.2005-21:00;15.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;15.01.2005-21:00;16.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;16.01.2005-21:00;17.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;17.01.2005-21:00;18.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;18.01.2005-21:00;19.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.01.2005-21:00;20.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;20.01.2005-21:00;21.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.01.2005-21:00;22.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.01.2005-21:00;23.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.01.2005-21:00;24.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.01.2005-21:00;25.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.01.2005-08:00;25.01.2005-09:00;1;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.01.2005-21:00;26.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.01.2005-21:00;27.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.01.2005-21:00;28.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.01.2005-21:00;29.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;29.01.2005-21:00;30.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;30.01.2005-21:00;31.01.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;31.01.2005-21:00;01.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;01.02.2005-21:00;02.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;02.02.2005-21:00;03.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;03.02.2005-21:00;04.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;04.02.2005-21:00;05.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;05.02.2005-21:00;06.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;06.02.2005-21:00;07.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;07.02.2005-21:00;08.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;08.02.2005-21:00;09.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;09.02.2005-21:00;10.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;10.02.2005-21:00;11.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.02.2005-21:00;12.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;12.02.2005-21:00;13.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;13.02.2005-21:00;14.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;14.02.2005-21:00;15.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;15.02.2005-21:00;16.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;16.02.2005-21:00;17.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;17.02.2005-21:00;18.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;18.02.2005-21:00;19.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.02.2005-21:00;20.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;20.02.2005-21:00;21.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.02.2005-21:00;22.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.02.2005-21:00;23.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.02.2005-21:00;24.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.02.2005-21:00;25.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.02.2005-21:00;26.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.02.2005-21:00;27.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.02.2005-21:00;28.02.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.02.2005-21:00;01.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;01.03.2005-21:00;02.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;02.03.2005-21:00;03.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;03.03.2005-21:00;04.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;04.03.2005-21:00;05.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;05.03.2005-21:00;06.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;06.03.2005-21:00;07.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;07.03.2005-21:00;08.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;08.03.2005-21:00;09.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;09.03.2005-21:00;10.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;10.03.2005-21:00;11.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.03.2005-21:00;12.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;12.03.2005-21:00;13.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;13.03.2005-21:00;14.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;14.03.2005-21:00;15.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;15.03.2005-21:00;16.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;16.03.2005-21:00;17.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;17.03.2005-21:00;18.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;18.03.2005-21:00;19.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.03.2005-21:00;20.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;20.03.2005-21:00;21.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.03.2005-21:00;22.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.03.2005-21:00;23.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.03.2005-21:00;24.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.03.2005-21:00;25.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.03.2005-21:00;26.03.2005-04:00;7;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.03.2005-21:00;27.03.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.03.2005-21:00;28.03.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.03.2005-21:00;29.03.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;29.03.2005-21:00;30.03.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;30.03.2005-21:00;31.03.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;31.03.2005-21:00;01.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;01.04.2005-21:00;02.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;02.04.2005-21:00;03.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;03.04.2005-21:00;04.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;04.04.2005-21:00;05.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;05.04.2005-21:00;06.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;06.04.2005-21:00;07.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;07.04.2005-21:00;08.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;08.04.2005-21:00;09.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;09.04.2005-21:00;10.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;10.04.2005-21:00;11.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.04.2005-11:00;11.04.2005-12:00;1;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;11.04.2005-21:00;12.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;12.04.2005-21:00;13.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;13.04.2005-21:00;14.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;14.04.2005-21:00;15.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;15.04.2005-21:00;16.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;16.04.2005-21:00;17.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;17.04.2005-21:00;18.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;18.04.2005-21:00;19.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;19.04.2005-21:00;20.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;20.04.2005-21:00;21.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;21.04.2005-21:00;22.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;22.04.2005-21:00;23.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;23.04.2005-21:00;24.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;24.04.2005-21:00;25.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;25.04.2005-21:00;26.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;26.04.2005-21:00;27.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;27.04.2005-21:00;28.04.2005-03:00;6;;eor;                                                                                                                                           
3791;Oldenburg;WRTR;28.04.2005-21:00;29.04.2005-03:00;6;;eor;                                                                                                                                           
